genus,decimallatitude,decimallongitude,day,month,year
Caretta,29.0137,-80.3467,,,
Caretta,27.1668,-80.087,,,
Caretta,28.8458,-80.4437,,,
Caretta,29.0958,-80.5922,,,
Caretta,24.6665,-82.7681,,,
Caretta,24.6663,-82.2118,,,
Caretta,28.7673,-80.5607,,,
Caretta,24.6667,-82.1787,,,
Caretta,24.6664,-82.2005,,,
Caretta,28.2493,-80.5091,,,
Caretta,29.43,-80.4488,,,
Caretta,29.5965,-80.8763,,,
Caretta,29.4294,-80.4282,,,
Caretta,29.4315,-80.5823,,,
Caretta,24.6668,-82.1918,,,
Caretta,28.2494,-80.5251,,,
Caretta,28.5127,-80.4858,,,
Caretta,28.5122,-80.3322,,,
Caretta,29.596,-80.5352,,,
Caretta,29.5965,-80.55,,,
Caretta,24.6671,-81.6873,,,
Caretta,28.5122,-80.3337,,,
Caretta,28.4292,-80.2841,,,
Caretta,28.4283,-80.2916,,,
Caretta,24.6669,-81.1107,,,
Caretta,25.4163,-80.129,,,
Caretta,25.4167,-80.1636,,,
Caretta,24.6668,-81.8498,,,
Caretta,24.6668,-81.8498,,,
Caretta,29.43,-80.8529,,,
Caretta,29.7102,-80.3822,10,8,1999
Chelonia,29.6783,-80.5552,,,
Caretta,29.68,-80.9476,,,
Caretta,29.1837,-80.8258,,,
Caretta,29.8466,-81.1872,,,
Caretta,29.931,-81.1188,,,
Caretta,31.3468,-80.5215,,,
Caretta,30.6797,-80.7036,,,
Caretta,30.3468,-80.8656,,,
Caretta,30.3472,-81.2318,,,
Caretta,30.3475,-81.1752,,,
Caretta,30.6797,-80.8628,,,
Caretta,30.2637,-81.303,,,
Caretta,30.2638,-81.1687,,,
Caretta,30.2642,-80.7939,,,
Caretta,30.2642,-80.952,,,
Caretta,30.2638,-81.2137,,,
Caretta,30.2642,-80.9846,,,
Caretta,30.0133,-80.9952,,,
Caretta,30.4307,-80.8362,,,
Caretta,30.9313,-81.2889,,,
Caretta,30.8478,-81.3368,,,
Caretta,30.5147,-81.0661,,,
Caretta,30.5136,-80.7769,,,
Caretta,30.5132,-80.6499,,,
Caretta,30.5142,-81.1255,,,
Caretta,30.5148,-81.0215,,,
Caretta,30.5145,-81.0329,,,
Caretta,30.5153,-81.0102,,,
Caretta,30.515,-81.0191,,,
Caretta,30.5151,-81.0158,,,
Caretta,29.2669,-80.9481,,,
Caretta,29.0958,-80.8788,,,
Caretta,29.1006,-80.8061,,,
Caretta,29.1,-80.827,,,
Caretta,28.8462,-80.6155,,,
Caretta,29.0957,-80.7727,,,
Caretta,29.1006,-80.8061,,,
Caretta,28.7785,-80.2388,19,7,1998
Caretta,28.9627,-80.2072,19,7,1998
Caretta,27.4997,-80.205,,,
Caretta,29.0958,-80.5718,,,
Caretta,29.0955,-80.5001,,,
Caretta,28.1664,-80.4912,,,
Caretta,27.5004,-80.1926,,,
Caretta,28.0823,-80.5062,,,
Caretta,27.0834,-80.1128,,,
Caretta,29.0999,-80.8687,,,
Caretta,28.08,-80.5306,,,
Caretta,28.5998,-80.3805,,,
Caretta,29.2664,-80.9906,,,
Caretta,28.6,-80.5008,,,
Chelonia,28.3335,-80.5077,,,
Caretta,29.2633,-80.5087,,,
Caretta,29.2633,-80.6355,,,
Caretta,29.8457,-80.8781,,,
Caretta,29.8467,-80.786,,,
Caretta,29.846,-80.8536,,,
Caretta,29.8465,-80.9387,,,
Caretta,29.8457,-80.8707,,,
Caretta,31.0147,-81.2585,,,
Caretta,30.2644,-81.2818,,,
Caretta,31.0285,-80.3587,23,7,1998
Caretta,31.015,-80.9481,,,
Caretta,31.0143,-81.1124,,,
Caretta,30.1792,-80.7223,,,
Caretta,30.1798,-80.8079,,,
Caretta,30.5139,-81.3097,,,
Caretta,28.7617,-80.416,,,
Caretta,27.584,-80.2944,,,
Chelonia,24.5837,-82.3322,,,
Caretta,24.583,-82.9177,,,
Caretta,28.8463,-80.6993,,,
Caretta,28.7622,-80.5613,,,
Caretta,28.5122,-80.462,,,
Chelonia,24.5836,-82.3196,,,
Caretta,24.5832,-82.5241,,,
Caretta,27.5834,-80.2339,,,
Caretta,27.5834,-80.3153,,,
Caretta,29.5166,-80.8732,,,
Caretta,24.5836,-82.3458,,,
Caretta,29.5167,-80.8774,,,
Caretta,28.5118,-80.3379,,,
Caretta,28.5117,-80.4723,,,
Caretta,28.5123,-80.5187,,,
Caretta,24.7498,-80.7941,,,
Caretta,25.1664,-81.3732,,,
Caretta,24.7496,-80.9954,,,
Caretta,24.5838,-81.3098,,,
Caretta,29.7317,-80.9242,15,8,1998
Caretta,24.5834,-81.3009,,,
Caretta,24.7499,-81.296,,,
Caretta,25.1661,-81.556,,,
Caretta,24.5832,-81.3961,,,
Caretta,29.6802,-81.1621,,,
Caretta,29.80025,-80.3831,29,4,1984
Caretta,29.7342,-80.9183,15,8,1998
Caretta,29.7635,-80.6122,,,
Caretta,29.818,-80.7343,15,8,1998
Caretta,29.7643,-80.9388,,,
Caretta,29.6796,-81.1436,,,
Caretta,29.6796,-81.1134,,,
Caretta,29.932,-81.2732,,,
Caretta,30.51691,-80.27478,22,3,1984
Caretta,31.1815,-80.949,,,
Caretta,31.2645,-80.6363,,,
Caretta,30.9312,-81.2536,,,
Caretta,30.347,-81.1566,,,
Caretta,30.3472,-81.0465,,,
Caretta,30.6791,-81.2413,,,
Caretta,30.3475,-80.9886,,,
Caretta,30.3468,-80.8741,,,
Caretta,30.3478,-80.7595,,,
Caretta,30.347,-80.9028,,,
Caretta,30.5965,-80.7319,,,
Caretta,31.0982,-81.0904,,,
Caretta,31.0977,-80.515,,,
Caretta,31.0982,-80.9884,,,
Caretta,30.7642,-81.1074,,,
Caretta,30.7642,-81.0967,,,
Caretta,31.1795,-80.4651,,,
Caretta,28.8462,-80.7411,,,
Caretta,29.1798,-80.4762,,,
Caretta,29.3501,-80.9517,,,
Caretta,29.0128,-80.3735,,,
Caretta,29.0123,-80.471,,,
Caretta,28.8462,-80.4917,,,
Caretta,29.0125,-80.4357,,,
Caretta,29.0123,-80.453,,,
Caretta,28.8458,-80.4488,,,
Caretta,27.8334,-80.42,,,
Caretta,27.0836,-80.0571,,,
Caretta,29.0122,-80.4576,,,
Caretta,27.0833,-80.1054,,,
Caretta,29.5967,-80.8134,,,
Caretta,29.5967,-80.9406,,,
Caretta,29.597,-81.011,,,
Caretta,28.513,-80.5213,,,
Caretta,28.5123,-80.3881,,,
Caretta,28.5125,-80.4042,,,
Caretta,28.6787,-80.4996,,,
Caretta,29.5135,-80.4793,,,
Caretta,29.3468,-80.4637,,,
Caretta,29.6802,-81.1121,,,
Caretta,29.6796,-81.0923,,,
Caretta,29.68,-81.1276,,,
Caretta,29.1798,-80.6439,,,
Caretta,29.1802,-80.7527,,,
Caretta,29.8465,-80.8908,,,
Caretta,29.8467,-81.21,,,
Caretta,29.8463,-80.8257,,,
Caretta,29.8468,-81.1218,,,
Caretta,29.8467,-81.1072,,,
Caretta,29.8467,-81.1553,,,
Caretta,29.8475,-80.7484,,,
Caretta,30.6812,-81.1299,,,
Caretta,30.681,-81.3001,,,
Caretta,31.014,-81.0693,,,
Caretta,30.9307,-80.9576,,,
Caretta,31.0143,-81.1076,,,
Caretta,30.0133,-80.9936,,,
Caretta,30.013,-81.2561,,,
Caretta,30.932,-81.3138,,,
Caretta,31.014,-81.2971,,,
Caretta,30.8478,-81.2893,,,
Caretta,27.0002,-80.0739,,,
Caretta,27.0002,-80.0739,,,
Caretta,26.8338,-79.9961,,,
Caretta,28.7628,-80.6335,,,
Caretta,28.7669,-80.6702,,,
Caretta,28.7622,-80.5726,,,
Caretta,29.013,-80.3634,,,
Caretta,29.0972,-80.3792,,,
Caretta,28.0006,-80.389,,,
Caretta,27.9173,-80.4176,,,
Caretta,28.9287,-80.5511,,,
Caretta,28.1725,-80.1833,20,7,1998
Caretta,28.0007,-80.4791,,,
Lepidochelys,27.9166,-80.4631,,,
Caretta,29.0125,-80.4148,,,
Caretta,29.597,-80.9099,,,
Caretta,28.0008,-80.4497,,,
Caretta,28.0004,-80.3753,,,
Caretta,29.597,-80.6138,,,
Caretta,28.0013,-80.4064,,,
Caretta,29.5972,-80.5847,,,
Caretta,29.5968,-80.5532,,,
Caretta,29.7638,-80.645,,,
Caretta,29.6795,-80.7557,,,
Caretta,29.6802,-80.9836,,,
Caretta,29.6795,-80.8271,,,
Caretta,29.9303,-80.767,,,
Caretta,29.9303,-80.8227,,,
Caretta,29.9303,-81.1377,,,
Caretta,29.9303,-80.7682,,,
Caretta,29.931,-81.0716,,,
Caretta,29.931,-81.1036,,,
Caretta,31.2245,-81.0222,,,
Caretta,30.0127,-81.2085,,,
Caretta,30.431,-81.3288,,,
Caretta,30.8477,-81.1018,,,
Caretta,30.8473,-81.2922,,,
Caretta,30.5143,-81.3366,,,
Caretta,30.8467,-80.7893,,,
Caretta,30.514,-81.1635,,,
Caretta,30.512,-81.2873,,,
Caretta,30.5118,-81.3152,,,
Caretta,29.0164,-80.8234,,,
Caretta,27.0002,-80.0074,,,
Caretta,29.0155,-80.7812,,,
Caretta,29.015,-80.791,,,
Caretta,28.9288,-80.6943,,,
Caretta,28.93,-80.785,,,
Caretta,29.0168,-80.7136,,,
Caretta,29.4298,-80.7021,,,
Caretta,29.4293,-80.7929,,,
Caretta,29.0957,-80.6572,,,
Caretta,29.0957,-80.7387,,,
Caretta,29.0163,-80.7688,,,
Caretta,29.0962,-80.5615,,,
Caretta,28.9295,-80.4123,,,
Chelonia,28.767,-80.5979,,,
Caretta,28.9295,-80.4123,,,
Caretta,28.9293,-80.5599,,,
Caretta,29.096,-80.6144,,,
Caretta,29.4292,-80.7388,,,
Caretta,28.929,-80.5423,,,
Caretta,29.4297,-80.7217,,,
Caretta,28.8462,-80.5906,,,
Caretta,28.929,-80.5093,,,
Caretta,29.0962,-80.5699,,,
Caretta,28.9297,-80.5407,,,
Chelonia,24.6665,-82.3566,,,
Caretta,28.8467,-80.4908,,,
Caretta,28.8453,-80.3605,,,
Caretta,27.7496,-80.365,,,
Caretta,27.7496,-80.2855,,,
Caretta,27.75,-80.3501,,,
Caretta,27.7498,-80.3588,,,
Chelonia,29.5428,-80.3888,25,9,1999
Caretta,29.4293,-80.431,,,
Caretta,28.5973,-80.563,,,
Caretta,28.5963,-80.4492,,,
Caretta,28.6828,-80.5548,,,
Caretta,28.5957,-80.3627,,,
Caretta,29.429,-80.6441,,,
Caretta,28.5972,-80.5723,,,
Caretta,25.0836,-81.641,,,
Caretta,29.4302,-80.6642,,,
Caretta,25.0836,-81.6168,,,
Caretta,25.0836,-81.6168,,,
Caretta,25.0834,-81.0416,,,
Caretta,25.0836,-81.325,,,
Caretta,25.0834,-81.6065,,,
Caretta,25.0829,-81.659,,,
Caretta,25.0837,-81.6202,,,
Caretta,25.083,-81.6663,,,
Caretta,29.72525,-80.47477,20,3,1984
Caretta,29.75025,-80.46644,20,3,1984
Caretta,29.6807,-80.8187,,,
Caretta,29.681,-81.1752,,,
Caretta,31.3472,-81.027,,,
Caretta,30.2648,-81.1841,,,
Caretta,30.3468,-80.8592,,,
Caretta,30.3472,-81.1854,,,
Caretta,31.0988,-80.9883,,,
Caretta,30.2642,-80.9168,,,
Caretta,30.0972,-81.1072,,,
Caretta,30.2532,-80.4822,11,8,1999
Caretta,30.2638,-81.0447,,,
Caretta,30.2638,-81.3441,,,
Caretta,30.2638,-80.8346,,,
Caretta,30.2638,-81.2732,,,
Caretta,30.264,-80.9239,,,
Caretta,30.0975,-80.8909,,,
Caretta,30.0967,-81.2182,,,
Caretta,30.848,-81.1643,,,
Caretta,31.014,-81.3412,,,
Caretta,30.5142,-80.674,,,
Caretta,30.5147,-81.2756,,,
Caretta,30.5137,-80.7849,,,
Caretta,28.829109,-80.893379,8,8,2016
Caretta,26.596343,-82.067403,23,7,2016
Chelonia,29.945956,-81.227155,30,3,2016
Chelonia,28.549577,-80.697371,29,7,2015
Chelonia,26.7153,-80.0534,4,6,2016
Chelonia,26.7153,-80.0534,4,6,2016
Caretta,28.3341,-81.585,12,5,2016
Caretta,31.141688,-81.568616,3,4,2016
Chelonia,26.456,-78.5561,9,1,2016
Chelonia,28.421174,-80.790563,5,8,2015
Chelonia,25.0865,-80.4473,13,12,2015
Chelonia,25.659201,-80.303697,13,11,2015
Caretta,27.054168,-82.098737,,3,1979
Chelonia,26.895335,-81.981386,13,1,1984
Caretta,27.054152,-82.082411,,,1979
Chelonia,26.895335,-81.981386,13,1,1984
Caretta,26.981712,-82.213709,,,1983
Caretta,26.981712,-82.213709,,6,1982
Caretta,27.039598,-82.0823,,1,1979
Caretta,27.054152,-82.082411,,,
Caretta,27.054152,-82.082411,,,1979
Caretta,26.993356,-82.204867,,12,1974
Chelonia,27.054771,-82.229162,,,1975
Caretta,27.039829,-82.147528,,,1978
Caretta,27.054332,-82.131361,,8,1978
Caretta,26.981712,-82.213709,24,1,1984
Caretta,30.843639,-81.429138,16,7,1998
Caretta,30.843639,-81.429138,16,7,1998
Caretta,30.843639,-81.429138,16,7,1998
Caretta,30.843639,-81.429138,16,7,1998
Caretta,30.843639,-81.429138,16,7,1998
Caretta,30.843639,-81.429138,16,7,1998
Caretta,30.843639,-81.429138,16,7,1998
Caretta,30.843639,-81.429138,16,7,1998
Caretta,30.843639,-81.429138,16,7,1998
Caretta,30.843639,-81.429138,16,7,1998
Caretta,30.843639,-81.429138,16,7,1998
Caretta,30.843639,-81.429138,16,7,1998
Caretta,27.22952964105646,-80.18356082889703,20,8,1980
Caretta,30.326411169143576,-81.65939930137992,29,7,1971
Caretta,31.068496682162216,-81.4132957901356,,,
Caretta,27.22952964105646,-80.18356082889703,20,8,1980
Caretta,25.665889787658994,-80.1560584886395,8,8,1968
Caretta,25.665889787658994,-80.1560584886395,8,8,1968
,29.01,-82.65,24,5,1989
Chelonia,29.626863,-81.211707,24,7,2015
Caretta,28.3756,-81.5507,29,8,2015
Caretta,27.46689,-82.628109,19,7,2015
,27.64,-81.77,26,11,2012
,27.71,-81.93,,,
,27.8,-82.03,,,
,27.8,-82.03,,,
,27.8,-82.03,,,
,27.8,-82.03,,,
,27.8,-82.03,,,
,27.8,-82.03,,,
,27.8,-82.03,,,
,27.8,-82.03,,,
,27.8,-82.03,,,
,27.8,-82.03,,,
,27.8,-82.03,,,
,27.77,-81.95,,,
,27.77,-81.98,,,
,27.73,-82.09,,,
,27.86,-82.01,,,
,27.77,-81.95,,,
,27.86,-82.01,,,
,27.86,-82.01,,,
,27.77,-81.98,,,
,27.86,-82.01,,,
,27.73,-82.09,,,
,27.73,-82.09,,,
,27.69,-81.84,,,
,27.73,-82.09,,,
,27.71,-81.93,,,
,27.86,-82.01,,,
,27.73,-82.09,,,
,27.77,-81.88,,,
,27.86,-82.01,,,
,27.73,-82.09,,,
,27.73,-82.09,,,
,27.77,-81.98,,,
,27.73,-82.09,,,
,27.81,-81.85,,,
,27.73,-82.09,,,
,27.73,-82.09,,,
,27.71,-81.93,,,
,27.81,-81.85,,,
,27.73,-82.09,,,
,27.77,-81.98,,,
,27.73,-82.09,,,
,27.73,-82.09,,,
,27.73,-82.09,,,
,27.71,-81.93,,,
,27.77,-81.88,,,
,27.73,-82.09,,,
,27.71,-81.93,,,
,27.73,-82.09,,,
,27.73,-82.09,,,
,27.73,-82.09,,,
,27.77,-81.88,,,
,27.75,-81.96,12,1,1990
,27.71,-81.93,,,
,27.73,-82.09,,,
Caretta,27.71,-81.93,,,
,27.73,-82.09,,,
,27.81,-81.85,,,
Lepidochelys,27.73,-82.09,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.67,-81.91,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.73,-82.09,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.73,-82.09,,,
,27.77,-81.95,25,3,1985
,27.77,-81.95,25,3,1985
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.69,-81.84,,,
,27.7,-82,26,3,1983
,27.77,-81.95,,,
,27.7,-82.01,,,
,27.7,-82,,,
,27.7,-82,,,
,27.7,-82,,,
,27.7,-82,,,
,27.65,-81.86,,,
,27.69,-81.84,,,
,27.77,-81.95,,,
,27.7,-82.01,,,
,27.77,-81.95,,,
,27.7,-82,,,
,27.7,-82,,,
,27.7,-82,,,
,27.77,-81.95,,,
,27.7,-82,,,
,27.77,-81.95,,,
,27.7,-82,26,3,1983
,27.7,-82,,,
,27.65,-81.86,,,
,27.64,-82,,,
,27.7,-82.01,,,
,27.7,-82.01,,,
,27.7,-82,,,
,27.7,-82.01,,,
,27.7,-82,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.71,-81.93,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.77,-81.88,,,
,27.7,-82.01,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.71,-81.93,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.77,-81.88,,,
,27.67,-81.91,,,
,27.67,-81.91,,,
,27.77,-81.88,,,
,27.67,-81.91,,,
,27.77,-81.88,,,
,27.7,-82.01,,,
,27.67,-81.91,,,
,27.77,-81.88,,,
,27.77,-81.88,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.77,-81.88,,,
,27.67,-81.91,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.75,-81.96,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.75,-81.96,,,
,27.75,-81.96,,,
,27.77,-81.88,,,
,27.75,-81.96,,,
,27.71,-81.93,,,
,27.75,-81.96,,,
,27.71,-81.93,,,
,27.75,-81.96,,,
,27.75,-81.96,,,
,27.71,-81.93,,,
,27.75,-81.96,,,
,27.7,-82,26,3,1983
,27.71,-81.93,,,
,27.77,-81.88,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.7,-82,26,3,1983
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.7,-82,26,3,1983
,27.71,-81.93,,,
,27.77,-81.88,,,
,27.71,-81.93,,,
,27.75,-81.96,,,
,27.71,-81.93,,,
,27.83,-81.93,,,
,27.67,-81.89,,,
,27.71,-81.93,,,
,27.69,-81.84,,,
,27.73,-82.09,,,
,27.7,-82.01,,,
,27.7,-82.01,,,
,27.71,-81.93,,,
,27.7,-82.01,,,
,27.71,-81.93,,,
,27.7,-82.01,,,
,27.7,-82.01,,,
,27.71,-81.93,,,
,27.7,-82.01,,,
,27.71,-81.93,,,
,27.7,-82.01,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.78,-82.03,27,4,1967
,27.8,-82.03,,,
,27.78,-82.03,,,
,27.78,-82.03,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.67,-81.91,18,7,1974
,27.71,-81.93,,,
,27.73,-82.09,25,6,1970
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.73,-82.09,25,6,1970
,27.73,-82.09,25,6,1970
,27.71,-81.93,,,
,27.73,-82.09,25,6,1970
,27.73,-82.09,25,6,1970
,27.71,-81.93,,,
,27.73,-82.09,25,6,1970
,27.73,-82.09,,,
,27.73,-82.09,25,6,1970
,27.73,-82.09,25,6,1970
,27.73,-82.09,25,6,1970
,27.71,-81.93,,,
,27.73,-82.09,25,6,1970
,27.73,-82.09,25,6,1970
,27.67,-81.91,,,
,27.73,-82.09,25,6,1970
,27.73,-82.09,25,6,1970
,27.73,-82.09,25,6,1970
,27.73,-82.09,25,6,1970
,27.73,-82.09,25,6,1970
,27.73,-82.09,,,
,27.73,-82.09,25,6,1970
,27.73,-82.09,25,6,1970
,27.73,-82.09,25,6,1970
,27.71,-81.93,,,
,27.73,-82.09,25,6,1970
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.73,-82.09,25,6,1970
,27.71,-81.93,,,
,27.67,-81.89,,,
,27.67,-81.89,25,6,1970
,27.73,-82.09,25,6,1970
,27.73,-82.09,25,6,1970
,27.67,-81.89,25,6,1970
,27.67,-81.89,25,6,1970
,27.67,-81.89,25,6,1970
,27.73,-82.09,25,6,1970
,27.71,-81.93,,,
,27.67,-81.91,,,
,27.7,-82.01,,,
,27.71,-81.93,,,
,27.73,-82.09,25,6,1970
,27.67,-81.89,25,6,1970
,27.73,-82.09,25,6,1970
,27.73,-82.09,25,6,1970
,27.71,-81.93,,,
,27.67,-81.89,,,
,27.73,-82.09,25,6,1970
,27.7,-82.01,,,
,27.7,-82.01,,,
,27.71,-81.93,,,
,27.73,-82.09,25,6,1970
,27.71,-81.93,,,
,27.7,-82.01,,,
,27.71,-81.93,,,
,27.78,-82.03,,,
,27.67,-81.91,,,
,27.7,-82.01,,,
,27.7,-82.01,,,
,27.83,-81.93,,,
,27.83,-81.93,,,
,27.83,-81.93,,,
,27.83,-81.93,,,
,27.83,-81.93,,,
,27.83,-81.93,,,
,27.83,-81.93,,,
,27.83,-81.93,,,
,27.83,-81.93,,,
,27.83,-82.81,10,11,2012
,29.69,-81.52,20,3,2011
,27.37,-82.39,14,4,2010
Syllomus,29.73,-82.51,,,
,27.62,-82.2,5,10,2006
Caretta,30.24,-81.38,,,
,27.62,-82.2,3,10,2006
,27.62,-82.2,19,5,2007
,27.62,-82.2,3,10,2006
,27.65,-82.18,8,7,2007
,27.65,-82.18,8,7,2007
,27.65,-82.18,8,7,2007
,27.54,-82.06,,,
,27.54,-82.06,31,10,2006
,27.54,-82.06,6,10,2006
,27.54,-82.06,6,10,2006
,27.54,-82.06,6,10,2006
Caretta,27.54,-82.06,15,9,2006
,27.54,-82.06,31,10,2006
,27.54,-82.06,10,2,2007
Chelonia,27.54,-82.06,12,5,2007
,27.62,-82.2,,,
Chelonia,27.62,-82.2,,,
,27.62,-82.2,,,
Chelonia,27.62,-82.2,,,
Chelonia,27.62,-82.2,,,
,27.62,-82.2,,,
,27.62,-82.2,,,
,27.62,-82.2,,,
Chelonia,27.62,-82.2,,,
,27.78,-82.03,,,
Chelonia,27.78,-82.03,,,
,27.78,-82.03,,,
Chelonia,27.78,-82.03,,,
,27.78,-82.03,,,
,27.78,-82.03,,,
,27.78,-82.03,,,
,27.78,-82.03,,,
Caretta,27.84,-82,20,7,1967
,27.62,-82.2,30,10,2005
,27.62,-82.2,,,
,27.54,-82.06,,,
,27.54,-82.03,5,3,2005
,27.54,-82.03,,,
,27.54,-82.03,5,3,2005
,27.54,-82.03,20,6,2005
,27.54,-82.03,,,
,27.54,-82.03,,,
,27.54,-82.03,,,
,30.29,-81.39,,,
,30.69,-81.43,,,
,27.75,-81.96,8,1,1990
,27.75,-81.96,8,1,1990
,27.75,-81.96,8,1,1990
,27.75,-81.96,8,1,1990
Chelonia,27.75,-81.96,8,1,1990
,27.75,-81.96,8,1,1990
,27.54,-82.03,,,
,27.54,-82.03,,,
,27.54,-82.03,,,
,27.54,-82.03,7,11,2004
,27.54,-82.03,,,
,27.54,-82.03,21,11,2003
,27.54,-82.03,,,
,27.54,-82.03,,,
,27.54,-82.03,,,
,27.54,-82.03,,,
,27.54,-82.03,,,
,27.54,-82.03,,,
,27.54,-82.03,,,
,27.54,-82.03,,,
,27.54,-82.03,,,
,27.54,-82.03,,,
,27.54,-82.03,,,
Caretta,27.54,-82.03,,,
Chelonia,27.54,-82.03,,,
,27.54,-82.03,,,
Chelonia,30.66,-84.5,,,
,27.57,-81.91,,,
,27.8,-82.03,,,
,27.8,-82.03,,,
Chelonia,27.8,-82.03,,,
,27.54,-82.03,,,
Chelonia,27.54,-82.03,,,
,27.54,-82.03,,,
,27.54,-82.03,,,
,27.54,-82.03,,,
,27.54,-82.03,1,5,2003
,27.54,-82.03,,,
,27.54,-82.03,,,
,27.54,-82.03,1,5,2003
,27.54,-82.03,,,
,27.54,-82.03,,,
Chelonia,27.54,-82.03,,,
,27.54,-82.03,,,
,27.54,-82.03,,,
,27.54,-82.03,,,
,27.54,-82.03,,,
,27.54,-82.03,,,
,27.67,-82.13,,,
,27.54,-82.03,,,
Chelonia,27.67,-82.13,,,
Chelonia,27.67,-82.13,,,
,27.67,-82.13,,,
,27.57,-81.91,,,
Chelonia,27.54,-82.03,,,
,27.67,-82.13,,,
,27.67,-82.13,,,
Lepidochelys,27.8,-82.03,26,4,1980
,27.7,-82,26,4,1980
,27.71,-82.12,,,
,27.69,-81.84,,,
Chelonia,27.37,-82.44,20,10,1992
,27.69,-82.5,,,
Caretta,27.83,-80.81,5,5,1993
Caretta,27.83,-80.81,5,5,1993
,30.05,-84.07,,,
,27.75,-81.96,,,
,27.77,-81.95,,,
,27.77,-81.95,,,
,27.77,-81.95,,,
Chelonia,27.77,-81.95,,,
,27.69,-81.91,,,
,27.77,-81.95,,,
,27.76,-82.05,,,
Lepidochelys,27.7,-82.5,,,
,27.7,-82,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
,27.71,-81.93,,,
